# Tetrahedron method
       -1.1521133046        0.0000000000
       -1.0618551675        0.0000000000
       -0.9715970303        0.0000000000
       -0.8813388932        0.0000000000
       -0.7910807561        0.0000000000
       -0.7008226189        0.0000000000
       -0.6105644818        0.0000000000
       -0.5203063446        0.0000000000
       -0.4300482075        0.0000000000
       -0.3397900703        0.0000000000
       -0.2495319332        0.0000000000
       -0.1592737961        0.0000000000
       -0.0690156589        0.0000000000
        0.0212424782        0.0000000000
        0.1115006154        0.0000000000
        0.2017587525        0.0000000000
        0.2920168896        0.0000000000
        0.3822750268        0.0003568937
        0.4725331639        0.0014726141
        0.5627913011        0.0026558933
        0.6530494382        0.0039067316
        0.7433075753        0.0053797026
        0.8335657125        0.0071194866
        0.9238238496        0.0089956292
        1.0140819868        0.0111741488
        1.1043401239        0.0136058090
        1.1945982610        0.0161781229
        1.2848563982        0.0191321098
        1.3751145353        0.0221557715
        1.4653726725        0.0256705262
        1.5556308096        0.0294739727
        1.6458889467        0.0334050787
        1.7361470839        0.0380900318
        1.8264052210        0.0429170357
        1.9166633582        0.0483407567
        2.0069214953        0.0544133635
        2.0971796325        0.0607689552
        2.1874377696        0.0681418986
        2.2776959067        0.0761153812
        2.3679540439        0.0849586303
        2.4582121810        0.0952651046
        2.5484703182        0.1066130402
        2.6387284553        0.1194006162
        2.7289865924        0.1346111591
        2.8192447296        0.1531588920
        2.9095028667        0.1749387616
        2.9997610039        0.2041097383
        3.0900191410        0.2464800427
        3.1802772781        0.3606854765
        3.2705354153        0.5122673523
        3.3607935524        0.5319487749
        3.4510516896        0.5446377329
        3.5413098267        0.5622358083
        3.6315679638        0.5819205360
        3.7218261010        0.6086021115
        3.8120842381        0.6319313432
        3.9023423753        0.6698997832
        3.9926005124        0.7113237033
        4.0828586496        0.7778720136
        4.1731167867        1.1811099158
        4.2633749238        1.1701714791
        4.3536330610        1.0694677818
        4.4438911981        0.8496601874
        4.5341493353        0.7541563676
        4.6244074724        0.6964677901
        4.7146656095        0.6502620749
        4.8049237467        0.6134287781
        4.8951818838        0.5897014734
        4.9854400210        0.5636114814
        5.0756981581        0.5425831033
        5.1659562952        0.5257336527
        5.2562144324        0.5091264723
        5.3464725695        0.4934637048
        5.4367307067        0.4815558640
        5.5269888438        0.4665497071
        5.6172469809        0.4541976685
        5.7075051181        0.4471860599
        5.7977632552        0.4302022200
        5.8880213924        0.4435470849
        5.9782795295        0.4710265757
        6.0685376666        0.4900487194
        6.1587958038        0.3766733644
        6.2490539409        0.2766415409
        6.3393120781        0.1915683453
        6.4295702152        0.0595695529
        6.5198283524        0.0541853440
        6.6100864895        0.0566727767
        6.7003446266        0.0590399426
        6.7906027638        0.0616321769
        6.8808609009        0.0646803927
        6.9711190381        0.0675662277
        7.0613771752        0.0703858900
        7.1516353123        0.0737329721
        7.2418934495        0.0772258046
        7.3321515866        0.0806100209
        7.4224097238        0.0841306626
        7.5126678609        0.0883323290
        7.6029259980        0.0923763629
        7.6931841352        0.0963980568
        7.7834422723        0.1011260265
        7.8737004095        0.1060043901
        7.9639585466        0.1105697158
        8.0542166837        0.1161872663
        8.1444748209        0.1219501279
        8.2347329580        0.1274856609
        8.3249910952        0.1338833581
        8.4152492323        0.1407011930
        8.5055073695        0.1472946796
        8.5957655066        0.1552818417
        8.6860236437        0.1634369505
        8.7762817809        0.1713594101
        8.8665399180        0.1810045685
        8.9567980552        0.1908532618
        9.0470561923        0.2014101575
        9.1373143294        0.2135256744
        9.2275724666        0.2254599467
        9.3178306037        0.2398093171
        9.4080887409        0.2558037614
        9.4983468780        0.2724500524
        9.5886050151        0.2935607096
        9.6788631523        0.3167057669
        9.7691212894        0.3475207634
        9.8593794266        0.3864093224
        9.9496375637        0.4469103678
       10.0398957008        0.6068178719
       10.1301538380        0.5972026764
       10.2204119751        0.4315446703
       10.3106701123        0.3576557795
       10.4009282494        0.3109310564
       10.4911863865        0.2661042013
       10.5814445237        0.2209947012
       10.6717026608        0.1918226568
       10.7619607980        0.1760482362
       10.8522189351        0.1764664579
       10.9424770723        0.1749505116
       11.0327352094        0.1889906886
       11.1229933465        0.2090505315
       11.2132514837        0.2939372371
       11.3035096208        0.3053954746
       11.3937677580        0.3155838291
       11.4840258951        0.3326368912
       11.5742840322        0.3320736109
       11.6645421694        0.3459872444
       11.7548003065        0.3463568813
       11.8450584437        0.3523347335
       11.9353165808        0.3592723051
       12.0255747179        0.3550751268
       12.1158328551        0.3614394379
       12.2060909922        0.3640711000
       12.2963491294        0.3720593995
       12.3866072665        0.3760005672
       12.4768654036        0.3477921686
       12.5671235408        0.3257911347
       12.6573816779        0.3126366540
       12.7476398151        0.3026618650
       12.8378979522        0.2941419182
       12.9281560893        0.2874024641
       13.0184142265        0.2801472693
       13.1086723636        0.2746189591
       13.1989305008        0.2679386755
       13.2891886379        0.2618491117
       13.3794467751        0.2564261676
       13.4697049122        0.2501984255
       13.5599630493        0.2449785244
       13.6502211865        0.2392078009
       13.7404793236        0.2328605604
       13.8307374608        0.8090188404
       13.9209955979        2.1342972004
       14.0112537350        1.9012250630
       14.1015118722        1.8751539834
       14.1917700093        1.8611265987
       14.2820281465        1.8942996288
       14.3722862836        1.9601803306
       14.4625444207        2.0799394512
       14.5528025579        2.3203647072
       14.6430606950        3.0768707299
       14.7333188322        1.1188674174
       14.8235769693        0.6881190884
       14.9138351064        0.5255719802
       15.0040932436        0.4178904687
       15.0943513807        0.3356259656
       15.1846095179        0.2616374246
       15.2748676550        0.1889570908
       15.3651257922        0.0857299724
       15.4553839293        0.0000000000
       15.5456420664        0.0000000000
       15.6359002036        0.0000000000
       15.7261583407        0.0000000000
       15.8164164779        0.0000000000
       15.9066746150        0.0000000000
       15.9969327521        0.0000000000
       16.0871908893        0.0000000000
       16.1774490264        0.0000000000
       16.2677071636        0.0000000000
       16.3579653007        0.0000000000
       16.4482234378        0.0000000000
       16.5384815750        0.0000000000
       16.6287397121        0.0000000000
       16.7189978493        0.0000000000
       16.8092559864        0.0000000000
       16.8995141235        0.0000000000
