TimeStep	J_x_ref	J_y_ref	J_z_ref	Jconv_x_ref	Jconv_y_ref	Jconv_z_ref	Jcond_x_ref	Jcond_y_ref	Jcond_z_ref
803	18.2558	2.34315E-06	-2.65777E-06	11.4047	2.81801E-06	-8.89666E-07	6.85114	-4.74861E-07	-1.7681E-06
804	20.9969	2.30712E-06	-2.67753E-06	15.5162	2.67872E-06	-1.0025E-06	5.48069	-3.71598E-07	-1.67503E-06
805	23.984	2.25878E-06	-2.69282E-06	19.7575	2.52832E-06	-1.11487E-06	4.22652	-2.69541E-07	-1.57796E-06
806	27.2205	2.19658E-06	-2.70404E-06	24.1095	2.36808E-06	-1.22587E-06	3.111	-1.71502E-07	-1.47817E-06
807	30.7035	2.1193E-06	-2.71153E-06	28.5523	2.19938E-06	-1.3346E-06	2.15114	-8.00759E-08	-1.37693E-06
808	34.424	2.02602E-06	-2.71556E-06	33.0659	2.02361E-06	-1.44015E-06	1.35811	2.41428E-09	-1.27541E-06
809	38.3666	1.9162E-06	-2.71631E-06	37.6295	1.84224E-06	-1.54162E-06	0.737118	7.3963E-08	-1.17469E-06
810	42.5101	1.78968E-06	-2.71387E-06	42.2227	1.65676E-06	-1.63811E-06	0.287359	1.32927E-07	-1.07576E-06
811	46.8272	1.64673E-06	-2.70823E-06	46.8249	1.46866E-06	-1.72873E-06	0.00228126	1.78066E-07	-9.79495E-07
812	51.2856	1.48799E-06	-2.69924E-06	51.4156	1.27945E-06	-1.81261E-06	-0.129986	2.08539E-07	-8.86635E-07
813	55.8484	1.31452E-06	-2.68669E-06	55.9744	1.0906E-06	-1.8889E-06	-0.126012	2.23922E-07	-7.97793E-07
814	60.4752	1.12772E-06	-2.67026E-06	60.4815	9.03539E-07	-1.9568E-06	-0.00629965	2.24179E-07	-7.13463E-07
815	65.1228	9.29324E-07	-2.6495E-06	64.9172	7.19681E-07	-2.01553E-06	0.205583	2.09642E-07	-6.33971E-07
816	69.746	7.21334E-07	-2.62395E-06	69.262	5.40365E-07	-2.06441E-06	0.483934	1.8097E-07	-5.59536E-07
817	74.2991	5.05982E-07	-2.59305E-06	73.4972	3.66873E-07	-2.10282E-06	0.801867	1.39109E-07	-4.90238E-07
818	78.7366	2.85658E-07	-2.55624E-06	77.6044	2.00421E-07	-2.1302E-06	1.13223	8.52366E-08	-4.26035E-07
819	83.0142	6.28455E-08	-2.5129E-06	81.5657	4.21456E-08	-2.14614E-06	1.44846	2.06999E-08	-3.6677E-07
820	87.0894	-1.59912E-07	-2.46251E-06	85.3641	-1.06893E-07	-2.1503E-06	1.72532	-5.30185E-08	-3.12213E-07
821	90.9229	-3.80106E-07	-2.40452E-06	88.9834	-2.45728E-07	-2.14248E-06	1.93955	-1.34378E-07	-2.62041E-07
822	94.4786	-5.95266E-07	-2.33851E-06	92.4083	-3.73473E-07	-2.12262E-06	2.0703	-2.21793E-07	-2.15891E-07
823	97.7242	-8.03031E-07	-2.26415E-06	95.6247	-4.89342E-07	-2.09076E-06	2.0995	-3.1369E-07	-1.73383E-07
824	100.632	-1.00121E-06	-2.18121E-06	98.62	-5.9266E-07	-2.04711E-06	2.01206	-4.08549E-07	-1.34101E-07
825	103.179	-1.18776E-06	-2.08965E-06	101.383	-6.82857E-07	-1.99197E-06	1.79589	-5.049E-07	-9.76852E-08
826	105.347	-1.36081E-06	-1.98958E-06	103.905	-7.59479E-07	-1.92578E-06	1.44193	-6.01334E-07	-6.38044E-08
827	107.121	-1.51875E-06	-1.88127E-06	106.177	-8.22207E-07	-1.84908E-06	0.944	-6.96544E-07	-3.21871E-08
828	108.494	-1.66014E-06	-1.76516E-06	108.196	-8.70851E-07	-1.76251E-06	0.298628	-7.89287E-07	-2.64376E-09
829	109.461	-1.78376E-06	-1.64188E-06	109.956	-9.05366E-07	-1.66681E-06	-0.495102	-8.78397E-07	2.49207E-08
830	110.023	-1.88863E-06	-1.51221E-06	111.459	-9.25847E-07	-1.56274E-06	-1.43576	-9.6278E-07	5.05301E-08
831	110.184	-1.97393E-06	-1.37701E-06	112.704	-9.32531E-07	-1.45113E-06	-2.51976	-1.0414E-06	7.41181E-08
832	109.954	-2.0391E-06	-1.2373E-06	113.695	-9.25798E-07	-1.33286E-06	-3.74148	-1.1133E-06	9.556E-08
833	109.345	-2.08376E-06	-1.09412E-06	114.439	-9.06168E-07	-1.20879E-06	-5.09345	-1.17759E-06	1.14674E-07
834	108.376	-2.10774E-06	-9.48519E-07	114.942	-8.74268E-07	-1.07981E-06	-6.56641	-1.23348E-06	1.3129E-07
835	107.066	-2.11108E-06	-8.01525E-07	115.215	-8.30845E-07	-9.46767E-07	-8.14943	-1.28024E-06	1.45242E-07
836	105.439	-2.09401E-06	-6.5408E-07	115.269	-7.76727E-07	-8.10508E-07	-9.83004	-1.31729E-06	1.56429E-07
837	103.523	-2.05697E-06	-5.06973E-07	115.117	-7.12805E-07	-6.71839E-07	-11.5942	-1.34417E-06	1.64867E-07
838	101.347	-2.00062E-06	-3.60857E-07	114.774	-6.40023E-07	-5.31539E-07	-13.4267	-1.3606E-06	1.70683E-07
839	98.9441	-1.92578E-06	-2.16168E-07	114.255	-5.59336E-07	-3.9034E-07	-15.311	-1.36644E-06	1.74172E-07
840	96.3477	-1.83351E-06	-7.31087E-08	113.577	-4.71708E-07	-2.48937E-07	-17.2293	-1.3618E-06	1.75829E-07
841	93.594	-1.72502E-06	6.83406E-08	112.757	-3.78075E-07	-1.07986E-07	-19.1633	-1.34695E-06	1.76327E-07
842	90.7203	-1.60169E-06	2.08448E-07	111.814	-2.79342E-07	3.19048E-08	-21.0939	-1.32235E-06	1.76543E-07
843	87.7644	-1.46509E-06	3.47689E-07	110.766	-1.76379E-07	1.70163E-07	-23.0014	-1.28872E-06	1.77526E-07
844	84.7646	-1.31687E-06	4.86711E-07	109.631	-6.99925E-08	3.06241E-07	-24.8662	-1.24688E-06	1.8047E-07
845	81.7591	-1.1588E-06	6.26346E-07	108.428	3.9059E-08	4.39644E-07	-26.6688	-1.19785E-06	1.86702E-07
846	78.7855	-9.92687E-07	7.67483E-07	107.175	1.50063E-07	5.69894E-07	-28.3897	-1.14275E-06	1.9759E-07
847	75.8802	-8.20413E-07	9.1107E-07	105.891	2.62357E-07	6.96545E-07	-30.0105	-1.08277E-06	2.14525E-07
848	73.0784	-6.43799E-07	1.05802E-06	104.592	3.75319E-07	8.19179E-07	-31.5135	-1.01912E-06	2.38838E-07
849	70.4131	-4.64667E-07	1.20915E-06	103.295	4.88348E-07	9.37405E-07	-32.8821	-9.53016E-07	2.7175E-07
850	67.915	-2.84741E-07	1.36514E-06	102.016	6.00872E-07	1.05084E-06	-34.1013	-8.85613E-07	3.14295E-07
851	65.6122	-1.05664E-07	1.52644E-06	100.77	7.12321E-07	1.15915E-06	-35.1576	-8.17985E-07	3.6729E-07
852	63.5294	7.10549E-08	1.69321E-06	99.5693	8.22133E-07	1.26197E-06	-36.0399	-7.51078E-07	4.31239E-07
853	61.6878	2.44065E-07	1.86533E-06	98.4267	9.29749E-07	0.000001359	-36.7389	-6.85684E-07	5.06328E-07
854	60.1049	4.12107E-07	2.04234E-06	97.353	1.03459E-06	1.44994E-06	-37.2481	-6.22485E-07	5.92395E-07
855	58.794	5.74142E-07	2.22342E-06	96.3574	1.13611E-06	1.53451E-06	-37.5635	-5.61963E-07	6.88907E-07
856	57.7638	7.29251E-07	2.40734E-06	95.4476	1.23372E-06	1.61242E-06	-37.6839	-5.04468E-07	7.94925E-07
857	57.0187	8.76628E-07	2.59259E-06	94.6298	1.32686E-06	1.68343E-06	-37.6111	-4.50234E-07	9.0916E-07
858	56.5583	1.01564E-06	2.77729E-06	93.9082	1.41499E-06	1.7473E-06	-37.3499	-3.99345E-07	1.02999E-06
859	56.3777	1.14576E-06	2.95927E-06	93.2856	1.49756E-06	1.80381E-06	-36.9079	-3.51806E-07	1.15547E-06
860	56.4671	1.26655E-06	3.13615E-06	92.7626	1.57408E-06	1.85275E-06	-36.2955	-3.07536E-07	1.2834E-06
861	56.8125	1.37766E-06	3.30533E-06	92.3382	1.64409E-06	1.89393E-06	-35.5257	-2.66423E-07	1.4114E-06
862	57.3957	1.47884E-06	3.46413E-06	92.0094	1.70715E-06	1.92718E-06	-34.6136	-2.28309E-07	1.53695E-06
863	58.1946	1.56987E-06	3.60983E-06	91.7712	1.7629E-06	1.95234E-06	-33.5765	-1.93032E-07	1.65749E-06
864	59.1836	1.65061E-06	3.73974E-06	91.6167	1.81104E-06	1.96927E-06	-32.4331	-1.60433E-07	1.77047E-06
865	60.334	1.72094E-06	3.85129E-06	91.5373	1.85131E-06	1.97785E-06	-31.2033	-1.30371E-07	1.87344E-06
866	61.6147	1.78084E-06	3.94211E-06	91.5226	1.88355E-06	1.97796E-06	-29.9078	-1.0271E-07	1.96415E-06
867	62.9926	1.83027E-06	4.01008E-06	91.5603	1.90763E-06	1.96951E-06	-28.5677	-7.7367E-08	2.04057E-06
868	64.4327	1.86927E-06	4.05341E-06	91.6369	1.92353E-06	1.95242E-06	-27.2041	-5.42534E-08	2.10098E-06
869	65.8995	1.89793E-06	4.07064E-06	91.7374	1.93125E-06	1.92663E-06	-25.8379	-3.33155E-08	2.14401E-06
870	67.3566	1.91637E-06	4.06076E-06	91.846	1.93089E-06	1.89208E-06	-24.4894	-1.45198E-08	2.16868E-06
871	68.7676	1.92477E-06	4.02317E-06	91.946	1.92261E-06	1.84874E-06	-23.1784	2.16102E-09	2.17444E-06
872	70.0968	1.92336E-06	3.95772E-06	92.0203	1.90662E-06	1.79659E-06	-21.9235	1.67433E-08	2.16114E-06
873	71.309	1.91241E-06	3.8647E-06	92.0514	1.88317E-06	1.73564E-06	-20.7424	2.92445E-08	2.12906E-06
874	72.3708	1.89228E-06	3.7448E-06	92.0222	1.85259E-06	1.66592E-06	-19.6514	3.96938E-08	2.07888E-06
875	73.2502	1.86334E-06	3.59913E-06	91.9159	1.81522E-06	1.58749E-06	-18.6657	4.81112E-08	2.01165E-06
876	73.9178	1.82599E-06	3.42917E-06	91.7165	1.77147E-06	1.50043E-06	-17.7987	5.45224E-08	1.92874E-06
877	74.3467	1.78073E-06	3.23666E-06	91.4088	1.72174E-06	1.40488E-06	-17.0621	5.89898E-08	1.83178E-06
878	74.5132	1.72806E-06	3.02366E-06	90.9789	1.66649E-06	1.30101E-06	-16.4657	6.15701E-08	1.72265E-06
879	74.397	1.66853E-06	2.79239E-06	90.4142	1.60618E-06	1.18904E-06	-16.0172	6.23484E-08	1.60335E-06
880	73.9821	1.60269E-06	2.54521E-06	89.7038	1.54128E-06	1.06922E-06	-15.7217	6.14062E-08	1.47599E-06
881	73.2561	1.53113E-06	2.2846E-06	88.8382	1.47228E-06	9.41903E-07	-15.5821	5.88516E-08	1.34269E-06
882	72.2116	1.45448E-06	2.01301E-06	87.8099	1.39967E-06	8.07447E-07	-15.5983	5.4813E-08	1.20557E-06
883	70.8457	1.37333E-06	1.73293E-06	86.613	1.32391E-06	6.66293E-07	-15.7673	4.9423E-08	1.06664E-06
884	69.1603	1.28834E-06	1.44674E-06	85.2435	1.24549E-06	5.18927E-07	-16.0832	4.28452E-08	9.27813E-07
885	67.1619	1.20013E-06	1.15673E-06	83.699	1.16487E-06	3.65894E-07	-16.5371	3.5258E-08	7.90839E-07
886	64.8619	1.10934E-06	8.65069E-07	81.979	1.08248E-06	2.07776E-07	-17.1171	2.68669E-08	6.57293E-07
887	62.2761	1.01664E-06	5.7375E-07	80.0846	9.98738E-07	4.52002E-08	-17.8084	1.78971E-08	5.2855E-07
888	59.4244	9.22658E-07	2.84629E-07	78.0181	9.14048E-07	-1.21171E-07	-18.5937	8.61057E-09	4.058E-07
889	56.3302	8.28079E-07	-6.21647E-10	75.7835	8.28772E-07	-2.90647E-07	-19.4533	-6.92767E-10	2.90025E-07
890	53.0202	7.33555E-07	-2.80481E-07	73.3859	7.43244E-07	-4.62514E-07	-20.3657	-9.68896E-09	1.82033E-07
891	49.5235	6.39757E-07	-5.53612E-07	70.8314	6.5777E-07	-6.3605E-07	-21.3079	-1.80125E-08	8.24382E-08
892	45.8709	5.47343E-07	-8.18809E-07	68.1271	5.72619E-07	-8.10513E-07	-22.2562	-2.52761E-08	-8.29655E-09
893	42.0941	4.56952E-07	-1.07503E-06	65.2808	4.88027E-07	-9.85162E-07	-23.1867	-3.10742E-08	-8.98712E-08
894	38.2249	3.69213E-07	-1.32134E-06	62.3007	4.042E-07	-1.15925E-06	-24.0758	-3.49866E-08	-1.62091E-07
895	34.2945	2.84701E-07	-1.55693E-06	59.1957	3.21311E-07	-1.33202E-06	-24.9013	-3.66103E-08	-2.24915E-07
896	30.3323	2.03935E-07	-1.78113E-06	55.9749	2.39505E-07	-1.50273E-06	-25.6427	-3.55704E-08	-2.784E-07
897	26.3655	1.27355E-07	-1.99332E-06	52.6475	1.58902E-07	-1.67061E-06	-26.282	-3.15461E-08	-3.22708E-07
898	22.4184	5.53186E-08	-2.19301E-06	49.2228	7.95983E-08	-1.83491E-06	-26.8043	-2.42797E-08	-3.58092E-07
899	18.5116	-1.19398E-08	-2.37977E-06	45.7101	1.67364E-09	-1.99486E-06	-27.1985	-1.36134E-08	-3.84907E-07
900	14.6617	-7.43186E-08	-2.55327E-06	42.1187	-7.48096E-08	-2.14968E-06	-27.457	4.90913E-10	-4.03593E-07
901	10.8809	-1.31856E-07	-2.71323E-06	38.4576	-1.49802E-07	-2.29856E-06	-27.5768	1.79456E-08	-4.1467E-07
902	7.1769	-1.84741E-07	-2.85944E-06	34.7359	-2.2326E-07	-2.44071E-06	-27.559	3.85194E-08	-4.18731E-07
903	3.55319	-2.33309E-07	-2.99174E-06	30.9622	-2.9515E-07	-2.5753E-06	-27.409	6.18413E-08	-4.16441E-07
904	0.00891969	-2.78066E-07	-0.00000311	27.1453	-3.65448E-07	-2.70148E-06	-27.1364	8.73814E-08	-4.08522E-07
905	-3.46053	-3.1963E-07	-3.21416E-06	23.2935	-4.34126E-07	-2.81841E-06	-26.754	1.14497E-07	-3.9574E-07
906	-6.86301	-3.58753E-07	-3.30412E-06	19.4151	-5.0117E-07	-2.92523E-06	-26.2781	1.42417E-07	-3.78883E-07
907	-10.209	-3.96278E-07	-3.37984E-06	15.5183	-5.66564E-07	-3.02108E-06	-25.7273	1.70285E-07	-3.58761E-07
908	-13.5107	-4.33106E-07	-3.44128E-06	11.6113	-6.30295E-07	-3.1051E-06	-25.122	1.97189E-07	-3.36183E-07
909	-16.7813	-4.70171E-07	-3.48836E-06	7.70219	-6.92357E-07	-3.17644E-06	-24.4835	2.22186E-07	-3.11918E-07
910	-20.0341	-5.08381E-07	-0.000003521	3.79904	-7.52744E-07	-3.23429E-06	-23.8332	2.44363E-07	-2.8671E-07
911	-23.2818	-5.48618E-07	-3.53911E-06	-0.0899614	-8.11457E-07	-3.27785E-06	-23.1918	2.62838E-07	-2.61257E-07
912	-26.5352	-5.91645E-07	-3.54258E-06	-3.95658	-8.68491E-07	-3.30639E-06	-22.5786	2.76846E-07	-2.36194E-07
913	-29.8031	-6.38127E-07	-3.53129E-06	-7.79245	-9.23853E-07	-3.31922E-06	-22.0107	2.85726E-07	-2.12076E-07
914	-33.0913	-6.88554E-07	-3.50511E-06	-11.5892	-9.77543E-07	-3.31571E-06	-21.5022	2.88989E-07	-1.89401E-07
915	-36.4023	-7.43232E-07	-3.46391E-06	-15.3381	-1.02956E-06	-3.29531E-06	-21.0642	2.86327E-07	-1.68594E-07
916	-39.7347	-8.02296E-07	-3.40758E-06	-19.0307	-1.07991E-06	-3.25757E-06	-20.7039	2.77611E-07	-1.50004E-07
917	-43.0834	-8.65643E-07	-3.33605E-06	-22.6584	-1.12858E-06	-3.20212E-06	-20.425	2.62939E-07	-1.33923E-07
918	-46.4395	-9.32984E-07	-3.24927E-06	-26.2124	-1.17558E-06	-3.12869E-06	-20.2271	2.42598E-07	-1.20582E-07
919	-49.7903	-1.00382E-06	-3.14727E-06	-29.6842	-1.2209E-06	-3.03711E-06	-20.1061	2.17079E-07	-1.10152E-07
920	-53.1198	-1.07747E-06	-3.0301E-06	-33.0655	-1.26453E-06	-2.92734E-06	-20.0543	1.87057E-07	-1.02751E-07
921	-56.4091	-1.15311E-06	-2.89791E-06	-36.3481	-1.30646E-06	-2.79945E-06	-20.061	1.53343E-07	-9.8453E-08
922	-59.6367	-1.22977E-06	-2.75092E-06	-39.5244	-1.34667E-06	-2.65364E-06	-20.1123	1.16897E-07	-9.72774E-08
923	-62.7796	-1.30641E-06	-2.58941E-06	-42.587	-1.38516E-06	-2.49022E-06	-20.1926	7.87481E-08	-9.91936E-08
924	-65.8133	-1.38195E-06	-2.41375E-06	-45.5293	-1.42192E-06	-2.30963E-06	-20.284	3.99743E-08	-1.04112E-07
925	-68.7133	-1.45528E-06	-2.22434E-06	-48.3453	-1.45695E-06	-2.11247E-06	-20.368	1.6769E-09	-1.1187E-07
926	-71.4549	-1.52534E-06	-2.02171E-06	-51.0298	-1.49027E-06	-1.89945E-06	-20.4251	-3.5073E-08	-1.22256E-07
927	-74.0145	-1.59116E-06	-1.80636E-06	-53.5784	-1.52189E-06	-1.67141E-06	-20.4361	-6.92642E-08	-1.34952E-07
928	-76.37	-1.65185E-06	-1.57891E-06	-55.9878	-1.55188E-06	-1.42934E-06	-20.3822	-9.99757E-08	-1.49573E-07
929	-78.5012	-1.70669E-06	-0.00000134	-58.2556	-1.58029E-06	-1.17435E-06	-20.2455	-1.26406E-07	-1.65654E-07
930	-80.3905	-1.75512E-06	-1.09034E-06	-60.3805	-1.60724E-06	-9.07701E-07	-20.01	-1.47883E-07	-1.82638E-07
931	-82.0231	-1.79673E-06	-8.30662E-07	-62.362	-1.63286E-06	-6.30771E-07	-19.6611	-1.63875E-07	-1.99891E-07
932	-83.3876	-1.83134E-06	-5.61774E-07	-64.2008	-1.65733E-06	-3.45065E-07	-19.1868	-1.74012E-07	-2.16709E-07
933	-84.4759	-1.85894E-06	-2.84535E-07	-65.8986	-1.68087E-06	-5.22045E-08	-18.5773	-1.78068E-07	-2.32331E-07
934	-85.2836	-1.87972E-06	1.19617E-10	-67.4577	-1.70374E-06	2.46079E-07	-17.8259	-1.75976E-07	-2.4596E-07
935	-85.8098	-1.89405E-06	2.91186E-07	-68.8815	-1.72625E-06	5.47961E-07	-16.9283	-1.67798E-07	-2.56775E-07
936	-86.0575	-1.90249E-06	5.8755E-07	-70.1738	-1.74876E-06	8.51528E-07	-15.8836	-1.53729E-07	-2.63977E-07
937	-86.033	-1.90572E-06	8.88004E-07	-71.3392	-1.77163E-06	1.15481E-06	-14.6938	-1.34087E-07	-2.66802E-07
938	-85.7462	-1.90458E-06	1.19124E-06	-72.3825	-1.79529E-06	1.45577E-06	-13.3637	-1.09282E-07	-2.64532E-07
939	-85.2099	-1.90001E-06	1.49584E-06	-73.3088	-1.8202E-06	1.75238E-06	-11.9011	-7.98145E-08	-2.56541E-07
940	-84.44	-1.89304E-06	1.80024E-06	-74.1235	-1.84679E-06	2.04257E-06	-10.3165	-4.62547E-08	-2.42334E-07
941	-83.4548	-1.88477E-06	2.10279E-06	-74.832	-1.87554E-06	2.32432E-06	-8.62277	-9.22956E-09	-2.21537E-07
942	-82.2746	-1.87634E-06	2.40173E-06	-75.4397	-1.90693E-06	2.59565E-06	-6.8349	3.05845E-08	-1.93919E-07
943	-80.9213	-1.86888E-06	2.69522E-06	-75.9517	-1.94137E-06	2.85464E-06	-4.96961	7.24959E-08	-1.59416E-07
944	-79.418	-1.86355E-06	2.98134E-06	-76.3731	-1.97931E-06	3.09948E-06	-3.04486	1.15759E-07	-1.18146E-07
945	-77.7884	-1.86148E-06	3.25813E-06	-76.7089	-2.02112E-06	3.3285E-06	-1.07945	1.59641E-07	-7.03648E-08
946	-76.056	-1.86373E-06	3.52362E-06	-76.9637	-2.06714E-06	3.54014E-06	0.907623	2.03403E-07	-1.6524E-08
947	-74.2443	-1.87131E-06	3.77584E-06	-77.1419	-2.11761E-06	3.73305E-06	2.89761	2.46308E-07	4.27949E-08
948	-72.3753	-1.88516E-06	4.01293E-06	-77.2479	-2.17277E-06	3.90604E-06	4.87262	2.8761E-07	1.0689E-07
949	-70.4698	-1.90609E-06	4.23303E-06	-77.2859	-2.23271E-06	4.05812E-06	6.81612	3.26614E-07	1.74909E-07
950	-68.5467	-1.93485E-06	4.43447E-06	-77.2601	-2.29749E-06	4.18853E-06	8.71341	3.62632E-07	2.45943E-07
951	-66.6225	-1.97204E-06	4.61571E-06	-77.1746	-2.36706E-06	4.2967E-06	10.5521	3.95021E-07	3.19012E-07
952	-64.7114	-2.01816E-06	4.77538E-06	-77.0338	-2.44132E-06	4.38228E-06	12.3223	4.2316E-07	3.93093E-07
953	-62.8247	-2.07352E-06	4.9123E-06	-76.8419	-2.52004E-06	4.44515E-06	14.0172	4.46523E-07	4.67143E-07
954	-60.9709	-2.13834E-06	5.02553E-06	-76.6037	-2.60296E-06	4.48538E-06	15.6327	4.64625E-07	5.40146E-07
955	-59.1557	-2.21267E-06	5.11434E-06	-76.3237	-2.68974E-06	4.50323E-06	17.1679	4.77063E-07	6.11106E-07
956	-57.3823	-2.29641E-06	5.17821E-06	-76.0069	-2.77996E-06	4.49914E-06	18.6246	4.83549E-07	6.79077E-07
957	-55.6512	-2.38929E-06	5.21686E-06	-75.6584	-2.87318E-06	4.4737E-06	20.0073	4.83896E-07	7.43161E-07
958	-53.9609	-2.49088E-06	5.23021E-06	-75.2834	-2.96892E-06	4.42767E-06	21.3225	4.78042E-07	8.0254E-07
959	-52.3081	-2.60058E-06	5.21837E-06	-74.8869	-3.06666E-06	4.36192E-06	22.5788	4.66084E-07	8.56452E-07
960	-50.6885	-2.71762E-06	5.18161E-06	-74.474	-3.16588E-06	4.27742E-06	23.7856	4.4826E-07	9.0419E-07
961	-49.0964	-2.84109E-06	5.12038E-06	-74.0495	-3.26606E-06	4.17525E-06	24.9531	4.24978E-07	9.45133E-07
962	-47.5263	-2.96988E-06	5.03525E-06	-73.6176	-3.3667E-06	4.05654E-06	26.0912	3.96823E-07	9.78707E-07
963	-45.9726	-3.10276E-06	4.92692E-06	-73.182	-3.4673E-06	3.92252E-06	27.2094	3.64541E-07	1.00439E-06
964	-44.4301	-3.23837E-06	4.79618E-06	-72.7457	-3.56741E-06	3.77445E-06	28.3156	3.29037E-07	1.02173E-06
965	-42.8949	-3.37523E-06	4.64393E-06	-72.3108	-3.6666E-06	3.61363E-06	29.4159	2.91371E-07	1.0303E-06
966	-41.3639	-3.51177E-06	4.47116E-06	-71.8784	-3.76448E-06	3.4414E-06	30.5144	2.52704E-07	1.02975E-06
967	-39.8359	-3.6464E-06	4.27895E-06	-71.4484	-3.86069E-06	3.25915E-06	31.6125	2.14295E-07	1.0198E-06
968	-38.3107	-3.7775E-06	4.06849E-06	-71.0198	-3.95493E-06	3.06826E-06	32.7091	1.77426E-07	1.00023E-06
969	-36.7902	-3.90349E-06	3.84102E-06	-70.5905	-4.04688E-06	2.87012E-06	33.8003	1.43394E-07	9.70901E-07
970	-35.2773	-4.02288E-06	3.59797E-06	-70.1571	-4.13629E-06	2.66618E-06	34.8797	1.13412E-07	9.31792E-07
971	-33.7767	-4.13428E-06	3.3408E-06	-69.7155	-4.2229E-06	2.45783E-06	35.9389	8.86173E-08	8.82976E-07
972	-32.2938	-4.23651E-06	3.07115E-06	-69.261	-4.30646E-06	2.24649E-06	36.9671	6.99486E-08	8.24661E-07
973	-30.8354	-4.32856E-06	2.79075E-06	-68.7879	-4.38673E-06	2.03357E-06	37.9525	5.81651E-08	7.5718E-07
974	-29.4086	-4.40967E-06	2.50147E-06	-68.2905	-4.46344E-06	1.82045E-06	38.8819	5.37758E-08	6.81021E-07
975	-28.0211	-4.47932E-06	2.20528E-06	-67.7628	-4.53634E-06	1.60848E-06	39.7416	5.70184E-08	5.96802E-07
976	-26.6807	-4.53726E-06	1.90424E-06	-67.1988	-4.60512E-06	1.39898E-06	40.5181	6.7861E-08	5.05259E-07
977	-25.3948	-4.58352E-06	1.60051E-06	-66.5929	-4.6695E-06	1.19322E-06	41.1981	8.59849E-08	4.07288E-07
978	-24.171	-4.61832E-06	1.29627E-06	-65.9401	-4.72914E-06	9.92415E-07	41.7691	1.1082E-07	3.03855E-07
979	-23.0159	-4.64215E-06	9.93777E-07	-65.2356	-4.78371E-06	7.97728E-07	42.2197	1.41557E-07	1.96049E-07
980	-21.9357	-4.65564E-06	6.95257E-07	-64.476	-4.83284E-06	6.10249E-07	42.5403	1.77202E-07	8.50077E-08
981	-20.9356	-4.65957E-06	4.02888E-07	-63.6583	-4.87618E-06	4.30985E-07	42.7227	2.1661E-07	-2.80973E-08
982	-20.0202	-4.65481E-06	1.18826E-07	-62.7807	-4.91337E-06	2.60883E-07	42.7605	2.58566E-07	-1.42057E-07
983	-19.1928	-4.64224E-06	-1.549E-07	-61.8423	-4.94406E-06	1.00791E-07	42.6495	3.01822E-07	-2.55691E-07
984	-18.456	-4.62272E-06	-4.16357E-07	-60.8433	-4.9679E-06	-4.85181E-08	42.3873	3.45185E-07	-3.67839E-07
985	-17.811	-4.59706E-06	-6.63769E-07	-59.7845	-4.98459E-06	-1.86363E-07	41.9736	3.87528E-07	-4.77405E-07
986	-17.2581	-4.56595E-06	-8.95491E-07	-58.668	-4.99384E-06	-3.12144E-07	41.4099	4.2789E-07	-5.83347E-07
987	-16.7966	-4.52991E-06	-1.11005E-06	-57.4964	-4.9954E-06	-4.25339E-07	40.6998	4.65492E-07	-6.84707E-07
988	-16.4244	-4.48933E-06	-1.30614E-06	-56.2728	-4.98909E-06	-5.25521E-07	39.8485	4.99759E-07	-7.80618E-07
989	-16.1382	-4.44439E-06	-1.48265E-06	-55.0012	-4.97475E-06	-6.12342E-07	38.8629	5.3036E-07	-8.70308E-07
990	-15.934	-4.39509E-06	-1.63861E-06	-53.6854	-4.95228E-06	-6.8553E-07	37.7514	5.57188E-07	-9.5308E-07
991	-15.8061	-4.34127E-06	-1.77324E-06	-52.3299	-4.92165E-06	-7.44906E-07	36.5238	5.8038E-07	-1.02834E-06
992	-15.748	-4.28259E-06	-1.88591E-06	-50.939	-4.88286E-06	-7.90364E-07	35.1909	6.00275E-07	-1.09555E-06
993	-15.7522	-4.21861E-06	-1.97615E-06	-49.5167	-0.000004836	-8.21886E-07	33.7646	6.17386E-07	-1.15426E-06
994	-15.8098	-4.14879E-06	-2.04364E-06	-48.0672	-4.78118E-06	-8.39543E-07	32.2574	6.32386E-07	-1.2041E-06
995	-15.9113	-4.07253E-06	-2.0882E-06	-46.594	-4.71857E-06	-8.43486E-07	30.6827	6.46037E-07	-1.24471E-06
996	-16.0463	-3.98925E-06	-2.10983E-06	-45.1002	-4.64841E-06	-8.3397E-07	29.0539	6.59154E-07	-1.27586E-06
997	-16.2036	-3.89841E-06	-2.10868E-06	-43.5884	-4.57096E-06	-8.11341E-07	27.3849	6.7255E-07	-1.29734E-06
998	-16.3712	-3.79953E-06	-2.08503E-06	-42.0607	-4.48654E-06	-7.76046E-07	25.6895	6.8701E-07	-1.30899E-06
999	-16.537	-3.69228E-06	-2.03937E-06	-40.5184	-4.39551E-06	-7.28626E-07	23.9814	7.03227E-07	-1.31074E-06
1000	-16.6883	-3.57649E-06	-1.97238E-06	-38.9624	-4.29826E-06	-6.69742E-07	22.2741	7.2177E-07	-1.30264E-06
