Timestep	J_x	J_y	J_z	Jconv_x	Jconv_y	Jconv_z	Jcond_x	Jcond_y	Jcond_z
190	26.63347898	-4.63416E-05	4.19531E-05	-11.3522862	-4.81237E-05	4.58004E-05	37.98576518	1.78206E-06	-3.84728E-06
191	24.46992048	-7.59057E-06	-7.9022E-06	-11.57819711	-6.74219E-06	-3.62169E-06	36.04811759	-8.48378E-07	-4.28051E-06
192	22.6933403	2.54434E-05	-2.24993E-06	-11.47561084	2.54963E-05	2.12093E-06	34.16895114	-5.2957E-08	-4.37085E-06
193	21.30877422	-3.41106E-06	3.28206E-06	-11.04437138	-3.34572E-07	3.85939E-06	32.35314561	-3.07648E-06	-5.77328E-07
194	20.31635545	-3.49597E-05	-6.93205E-05	-10.28534888	-4.73575E-05	-5.77104E-05	30.60170433	1.23979E-05	-1.16101E-05
195	19.70927839	2.98676E-06	5.85299E-06	-9.203476138	8.48224E-07	9.11869E-06	28.91275453	2.13854E-06	-3.2657E-06
196	19.47574594	4.06075E-05	-6.73473E-06	-7.805122611	3.59882E-05	-1.89234E-06	27.28086855	4.6193E-06	-4.84239E-06
197	19.59831147	1.01523E-05	1.13384E-06	-6.100506051	1.04749E-05	3.19668E-06	25.69881752	-3.22606E-07	-2.06284E-06
198	20.05512667	6.83741E-06	-5.79575E-05	-4.103069625	2.98506E-06	-6.92105E-05	24.1581963	3.85235E-06	1.12529E-05
199	20.82061931	1.68222E-05	-1.50557E-05	-1.829020309	1.57986E-05	-1.58298E-05	22.64963962	1.02369E-06	7.7408E-07
200	21.86611606	8.09412E-06	1.23707E-06	0.701785884	5.08103E-06	1.02739E-06	21.16433017	3.01309E-06	2.09681E-07
201	23.16210573	3.20867E-05	2.58958E-05	3.467592353	4.00473E-05	3.33439E-05	19.69451338	-7.96063E-06	-7.44809E-06
202	24.67804534	-4.46168E-05	-1.63232E-05	6.443935746	-3.91246E-05	-7.91464E-06	18.2341096	-5.49229E-06	-8.4086E-06
203	26.38229381	-1.88305E-06	-1.43661E-05	9.602385074	1.06574E-06	-7.947E-06	16.77990874	-2.94879E-06	-6.4191E-06
204	28.2456302	4.02106E-06	-5.14982E-06	12.91457337	1.32769E-06	-5.24455E-06	15.33105683	2.69337E-06	9.47313E-08
205	30.23799024	-1.64496E-05	-3.21271E-07	16.3474121	-1.96228E-05	-1.99461E-06	13.89057814	3.17318E-06	1.67334E-06
206	32.33380823	-3.44382E-07	3.06424E-06	19.86923742	1.95647E-06	2.5857E-07	12.46457081	-2.30085E-06	2.80567E-06
207	34.50791648	-0.000110355	3.28164E-05	23.44482575	-0.000102209	3.81608E-05	11.06309073	-8.14594E-06	-5.34438E-06
208	36.73989071	4.68505E-05	2.1245E-05	27.04072513	5.49061E-05	1.93741E-05	9.699165575	-8.05564E-06	1.87085E-06
209	39.01039981	-1.72609E-05	2.43222E-06	30.62111445	-1.57825E-05	2.52963E-06	8.389285363	-1.47848E-06	-9.74032E-08
210	41.30408937	3.44669E-05	1.86233E-05	34.15229839	3.65664E-05	1.68395E-05	7.151790984	-2.0995E-06	1.78381E-06
211	43.6076365	-2.02784E-05	1.95718E-05	37.60014141	-2.39358E-05	2.61011E-05	6.007495097	3.65749E-06	-6.52922E-06
212	45.91162279	-5.21214E-05	9.80447E-06	40.93387554	-5.18283E-05	-9.49963E-06	4.977747245	-2.93111E-07	1.93041E-05
213	48.20659069	-8.95847E-06	1.50288E-05	44.12183937	-2.7113E-06	1.55634E-05	4.084751318	-6.24716E-06	-5.34579E-07
214	50.48546561	-1.23078E-05	-1.05616E-05	47.13630209	-7.83084E-06	-8.2874E-06	3.349163528	-4.477E-06	-2.27421E-06
215	52.74284677	1.93598E-05	6.57186E-05	49.95240619	2.02387E-05	5.98203E-05	2.790440586	-8.78875E-07	5.89828E-06
216	54.97207914	-3.50822E-05	-3.40524E-05	52.54674662	-3.26919E-05	-2.73553E-05	2.42533252	-2.39026E-06	-6.69706E-06
217	57.16751876	-1.02901E-05	-3.51706E-05	54.90041489	-8.39748E-06	-3.28194E-05	2.267103862	-1.89263E-06	-2.35114E-06
218	59.32229539	-4.11388E-06	-6.69491E-05	56.99723843	-2.89506E-06	-5.9103E-05	2.325056962	-1.21882E-06	-7.84612E-06
219	61.42844234	7.6065E-06	2.00004E-05	58.8248984	4.62116E-06	1.96256E-05	2.603543943	2.98534E-06	3.74732E-07
220	63.47683804	-2.50276E-05	-2.83536E-05	60.37517592	-2.26582E-05	-3.1768E-05	3.101662118	-2.36937E-06	3.41446E-06
221	65.45541326	6.84707E-05	-1.17606E-05	61.6421364	6.92714E-05	-1.3863E-05	3.813276863	-8.00733E-07	2.10239E-06
222	67.35157287	3.72507E-05	3.13842E-05	62.62492627	4.06752E-05	2.33792E-05	4.7266466	-3.4245E-06	8.00501E-06
223	69.15029713	-1.20405E-05	1.95486E-05	63.32590967	-9.89474E-06	2.71686E-05	5.824387453	-2.14581E-06	-7.62E-06
224	70.83506417	4.95266E-05	-3.83614E-06	63.75094867	5.23369E-05	-8.89444E-06	7.084115498	-2.81033E-06	5.0583E-06
225	72.38866974	-1.71762E-05	5.88144E-07	63.90962291	-1.81672E-05	-4.12469E-06	8.479046833	9.91049E-07	4.71283E-06
226	73.79195069	-4.36007E-05	5.51759E-06	63.81362758	-4.04244E-05	5.83207E-06	9.978323111	-3.17623E-06	-3.14476E-07
227	75.02675409	-3.72433E-05	-1.04052E-05	63.47898414	-3.78773E-05	-7.24639E-06	11.54776995	6.34011E-07	-3.15884E-06
228	76.07393868	-1.24376E-05	-1.38502E-05	62.92285633	-1.37328E-05	-1.07909E-05	13.15108235	1.29522E-06	-3.0593E-06
229	76.91588574	-4.15944E-05	5.15397E-06	62.16540047	-4.1294E-05	5.85556E-06	14.75048528	-3.00387E-07	-7.01586E-07
230	77.53777168	-8.88984E-06	2.20807E-05	61.22964544	-9.39845E-06	2.40146E-05	16.30812624	5.08609E-07	-1.93393E-06
231	77.92570465	-1.71419E-05	1.55543E-05	60.13859574	-2.16459E-05	9.32303E-06	17.7871089	4.50406E-06	6.23129E-06
232	78.0702265	-3.72826E-05	4.20378E-05	58.91823036	-3.12038E-05	4.74684E-05	19.15199614	-6.07876E-06	-5.43059E-06
233	77.96395258	-5.97584E-05	-1.30162E-06	57.59343675	-5.4328E-05	-3.58753E-06	20.37051583	-5.43039E-06	2.28591E-06
234	77.60565946	-9.56425E-06	-2.84423E-06	56.19175841	-4.55735E-06	2.5531E-06	21.41390106	-5.00689E-06	-5.39733E-06
235	76.9975451	-1.72165E-05	-4.05736E-05	54.73950792	-1.98977E-05	-3.67517E-05	22.25803717	2.68123E-06	-3.82193E-06
236	76.14708303	-2.78494E-06	-6.22593E-06	53.26358167	3.85731E-06	-1.27575E-05	22.88350136	-6.64225E-06	6.53155E-06
237	75.06640982	-3.58955E-06	-3.71228E-05	51.78979886	-4.11947E-06	-3.9465E-05	23.27661096	5.29916E-07	2.34227E-06
238	73.77428315	2.50093E-06	-3.9048E-05	50.34518334	1.89765E-06	-3.83774E-05	23.4290998	6.03278E-07	-6.70631E-07
239	72.29193227	1.45124E-05	4.41846E-05	48.95304276	7.46648E-06	4.13333E-05	23.33888951	7.04589E-06	2.85132E-06
240	70.64690004	3.63298E-06	-7.77544E-06	47.63780957	4.7101E-06	-3.7108E-06	23.00909047	-1.07713E-06	-4.06464E-06
241	68.87177795	-4.8128E-07	4.2787E-05	46.42354325	-7.80674E-08	3.75186E-05	22.4482347	-4.03213E-07	5.26833E-06
242	67.00017326	-8.97237E-06	-1.04768E-05	45.33042022	-6.87214E-06	-4.91724E-06	21.66975304	-2.10023E-06	-5.5596E-06
243	65.07096681	-3.0665E-05	-2.6261E-06	44.37966448	-3.34106E-05	-6.04738E-06	20.69130233	2.74565E-06	3.42128E-06
244	63.12411093	-5.497E-06	3.37504E-05	43.59001814	-8.33229E-06	3.13379E-05	19.5340928	2.83529E-06	2.41247E-06
245	61.20156937	-6.82376E-06	-1.03272E-05	42.97932568	-4.97412E-06	-1.58117E-05	18.22224369	-1.84964E-06	5.48444E-06
246	59.34553249	6.27411E-05	1.7274E-05	42.56373706	6.06959E-05	1.93425E-05	16.78179543	2.0452E-06	-2.06846E-06
247	57.59875297	-1.38709E-05	-9.88886E-06	42.35841309	-1.50872E-05	-9.4226E-06	15.24033988	1.21634E-06	-4.66264E-07
248	56.0012937	1.23997E-05	-8.23723E-06	42.37549702	5.38904E-06	-7.76333E-06	13.62579668	7.01064E-06	-4.73901E-07
249	54.59367722	3.60374E-05	1.20638E-05	42.62795206	3.93821E-05	8.99297E-06	11.96572516	-3.34465E-06	3.07086E-06
250	53.41240858	2.6687E-05	-1.18143E-05	43.12565758	3.03932E-05	-1.12326E-05	10.286751	-3.70615E-06	-5.81741E-07
251	52.49068274	-4.12137E-05	8.18956E-06	43.87643089	-4.48323E-05	3.72068E-06	8.614251853	3.61865E-06	4.46888E-06
252	51.85889796	-4.92015E-06	-4.53185E-05	44.88795616	-7.29755E-06	-4.2408E-05	6.970941803	2.3774E-06	-2.91053E-06
253	51.54192309	4.17982E-05	-7.48069E-06	46.1643436	4.55042E-05	3.13949E-06	5.377579497	-3.70601E-06	-1.06202E-05
254	51.56055581	-4.22569E-06	1.5914E-05	47.70931306	-9.04314E-06	2.05923E-05	3.851242746	4.81745E-06	-4.67823E-06
255	51.92948573	-5.04001E-05	7.46447E-05	49.52306479	-4.86693E-05	7.23538E-05	2.406420946	-1.73074E-06	2.29091E-06
256	52.65983652	-1.63407E-05	-4.39349E-05	51.60612624	-1.3953E-05	-3.75122E-05	1.053710283	-2.38773E-06	-6.42271E-06
257	53.75597428	3.80573E-05	-1.43448E-05	53.95580654	4.06186E-05	-1.17142E-05	-0.19983226	-2.56132E-06	-2.63062E-06
258	55.21652051	-9.80352E-06	-5.37358E-06	56.56707365	-1.13719E-05	-4.90594E-06	-1.350553141	1.5684E-06	-4.67644E-07
259	57.03467007	1.33513E-05	5.55151E-05	59.43316492	1.57679E-05	4.96739E-05	-2.398494852	-2.41658E-06	5.84115E-06
260	59.19969585	-1.86797E-05	-1.07152E-05	62.5463475	-1.86415E-05	-1.10381E-05	-3.346651654	-3.82241E-08	3.22979E-07
261	61.69431327	1.62252E-05	-2.57728E-05	65.89616914	1.4677E-05	-2.22265E-05	-4.201855868	1.5482E-06	-3.54636E-06
262	64.49809149	7.2598E-06	1.85056E-06	69.47136128	1.39669E-05	3.20015E-07	-4.973269796	-6.70714E-06	1.53055E-06
263	67.58454409	2.02558E-05	-1.92891E-05	73.25698871	2.15783E-05	-1.86094E-05	-5.672444615	-1.32246E-06	-6.79634E-07
264	70.92649484	7.178E-06	2.09155E-06	77.24020014	8.66894E-06	9.48496E-07	-6.313705295	-1.49094E-06	1.14305E-06
265	74.49045898	5.35118E-06	2.12594E-05	81.40255664	7.38268E-06	1.8378E-05	-6.912097653	-2.03151E-06	2.88133E-06
266	78.24270582	1.48219E-05	2.68727E-05	85.72681509	1.86514E-05	2.93605E-05	-7.484109276	-3.82946E-06	-2.48787E-06
267	82.14739818	8.04077E-07	-2.32386E-05	90.1938987	-2.56703E-06	-2.49444E-05	-8.046500514	3.37111E-06	1.70577E-06
268	86.16805483	-4.18326E-05	4.11782E-06	94.784454	-3.92144E-05	2.47654E-06	-8.616399169	-2.61816E-06	1.64128E-06
269	90.26559009	-2.22945E-06	-4.67155E-07	99.47530403	2.47213E-06	2.3255E-06	-9.209713943	-4.70158E-06	-2.79265E-06
270	94.40428508	-9.6658E-06	-2.32007E-05	104.2458328	-5.31261E-06	-1.87842E-05	-9.841547677	-4.35319E-06	-4.4165E-06
271	98.54787644	2.7235E-05	4.78553E-05	109.0729473	3.41202E-05	4.01005E-05	-10.52507087	-6.88514E-06	7.75488E-06
272	102.6594632	-5.12539E-05	-9.61252E-06	113.9306923	-5.27279E-05	-7.01879E-06	-11.27122911	1.47405E-06	-2.59373E-06
273	106.7084757	1.33777E-05	-1.70951E-05	118.7971097	1.12354E-05	-1.47069E-05	-12.08863395	2.14232E-06	-2.38817E-06
274	110.6615161	-2.94395E-06	-2.90739E-05	123.6442652	-6.50572E-06	-2.6015E-05	-12.98274917	3.56177E-06	-3.05894E-06
275	114.4925022	6.54207E-06	-1.18653E-05	128.4487314	9.17211E-06	-7.08335E-06	-13.95622921	-2.63005E-06	-4.78199E-06
276	118.1752203	3.25461E-06	-4.67962E-05	133.1837057	-1.15233E-06	-4.78064E-05	-15.00848546	4.40694E-06	1.01018E-06
277	121.6876175	-8.79645E-06	-1.03817E-05	137.8234547	-1.07147E-05	-1.87296E-05	-16.13583718	1.91822E-06	8.34787E-06
278	125.0090759	1.36938E-06	-3.69308E-05	142.340872	5.42987E-06	-3.82184E-05	-17.33179615	-4.06049E-06	1.28765E-06
279	128.1241609	5.60777E-06	-3.59457E-05	146.7113969	5.87303E-06	-4.65304E-05	-18.58723595	-2.65258E-07	1.05846E-05
280	131.0177683	-1.88494E-05	-9.30255E-05	150.9089088	-1.56318E-05	-9.95666E-05	-19.89114042	-3.21764E-06	6.54109E-06
281	133.6782118	-7.06444E-05	1.45745E-05	154.9092027	-6.6722E-05	1.12973E-05	-21.23099089	-3.92242E-06	3.27721E-06
282	136.0965713	1.26018E-05	-9.34687E-05	158.6897398	2.21755E-05	-9.64828E-05	-22.59316854	-9.5737E-06	3.01407E-06
283	138.2639807	1.7748E-05	4.22132E-05	162.2276076	5.87516E-06	4.31716E-05	-23.96362689	1.18728E-05	-9.58404E-07
284	140.1732777	-1.38797E-05	2.28953E-05	165.5024986	-1.65207E-05	1.48792E-05	-25.32922087	2.64095E-06	8.01606E-06
285	141.8187934	2.56649E-06	-7.32643E-06	168.4966711	2.2487E-06	-8.77832E-06	-26.67787774	3.17788E-07	1.45189E-06
286	143.1932217	-2.81806E-05	3.25308E-05	171.1923349	-2.85783E-05	3.97132E-05	-27.9991132	3.97723E-07	-7.18243E-06
287	144.2906816	-1.70301E-06	-8.87161E-06	173.5755764	1.47235E-06	-1.11503E-05	-29.28489481	-3.17536E-06	2.27873E-06
288	145.1043433	-3.51658E-05	-2.76578E-05	175.6345869	-3.15775E-05	-2.7663E-05	-30.53024357	-3.58831E-06	5.21279E-09
289	145.6284808	5.10244E-06	-1.33006E-05	177.3613234	2.58413E-06	-4.4482E-06	-31.73284257	2.51831E-06	-8.85238E-06
290	145.8544996	-6.47875E-05	1.45347E-05	178.7482289	-6.51673E-05	1.5056E-05	-32.89372927	3.79756E-07	-5.21342E-07
291	145.775999	7.80141E-06	-7.54268E-06	179.7929687	6.32382E-06	-1.30401E-05	-34.01696965	1.47758E-06	5.49743E-06
292	145.3870511	1.46962E-05	-4.47526E-06	180.4964113	1.23826E-05	-8.40844E-06	-35.10936024	2.31368E-06	3.93318E-06
293	144.6789152	1.7578E-05	8.13452E-07	180.8586296	1.26408E-05	-4.878E-06	-36.17971448	4.93723E-06	5.69145E-06
294	143.6505956	-3.29607E-05	2.88667E-05	180.8890262	-3.15765E-05	2.41486E-05	-37.23843055	-1.38415E-06	4.71814E-06
295	142.298366	-1.63979E-05	-1.61357E-05	180.5950953	-2.05153E-05	-1.56275E-05	-38.29672932	4.11738E-06	-5.08165E-07
296	140.6238573	-5.71651E-06	-8.16151E-07	179.9890302	-4.42683E-06	-1.02444E-05	-39.36517292	-1.28968E-06	9.42824E-06
297	138.632928	5.05769E-07	3.24247E-05	179.0860222	-6.87757E-06	3.27748E-05	-40.45309415	7.38334E-06	-3.50028E-07
298	136.3350825	-2.25018E-05	-8.04255E-05	177.9030626	-3.00352E-05	-7.8419E-05	-41.56798009	7.53343E-06	-2.00648E-06
299	133.7463941	-7.36851E-06	6.6547E-05	176.4597607	-8.86132E-06	6.54776E-05	-42.71336664	1.49281E-06	1.06938E-06
300	130.8903437	-7.05201E-06	1.20278E-05	174.7795169	-1.2507E-05	1.25496E-05	-43.88917312	5.45503E-06	-5.21845E-07
301	127.7942983	3.38301E-05	-1.11805E-05	172.8847628	3.23388E-05	4.23219E-07	-45.09046446	1.4913E-06	-1.16037E-05
302	124.4937777	3.09258E-05	-8.16111E-06	170.8008009	3.68498E-05	-5.4127E-06	-46.30702327	-5.92401E-06	-2.74841E-06
303	121.0285691	1.81966E-05	1.81387E-05	168.5525229	1.64389E-05	1.69885E-05	-47.52395371	1.75762E-06	1.15024E-06
304	117.4469243	-3.73008E-06	4.76978E-05	166.1676019	2.15411E-07	5.45901E-05	-48.72067768	-3.94549E-06	-6.89232E-06
305	113.7996418	-5.54943E-06	-1.51321E-05	163.6721994	-1.1782E-05	-1.94759E-05	-49.87255756	6.23253E-06	4.34379E-06
306	110.140804	-4.28795E-05	5.52733E-05	161.0916937	-4.64994E-05	5.3166E-05	-50.95088963	3.61991E-06	2.10728E-06
307	106.5284088	-1.09648E-05	-1.04957E-05	158.4527332	-1.7003E-05	-1.01256E-05	-51.92432433	6.03815E-06	-3.70117E-07
308	103.0207878	-1.30018E-05	-2.04194E-07	155.7803495	-7.27049E-06	3.35682E-08	-52.7595617	-5.73133E-06	-2.37762E-07
309	99.67330228	-4.38974E-06	-6.11215E-06	153.0966334	-5.11386E-06	-7.2959E-06	-53.42333109	7.2412E-07	1.18376E-06
310	96.54221674	-1.05947E-05	4.55796E-05	150.4256427	-1.20106E-05	5.20072E-05	-53.88342591	1.41592E-06	-6.42755E-06
311	93.67689414	-3.00696E-05	7.98138E-06	147.7871424	-2.70557E-05	1.19293E-05	-54.11024822	-3.01398E-06	-3.94797E-06
312	91.12241675	1.42936E-07	-8.324E-07	145.2004642	8.48814E-06	-5.23726E-06	-54.07804749	-8.3452E-06	4.40486E-06
313	88.91509315	-1.19293E-05	4.94254E-05	142.6814224	-9.96091E-06	5.1901E-05	-53.7663293	-1.96834E-06	-2.47565E-06
314	87.08485844	4.34946E-07	-1.05638E-05	140.2455293	-1.67605E-06	-3.57228E-06	-53.16067089	2.111E-06	-6.99153E-06
315	85.65352484	-5.97164E-05	-9.59558E-06	137.9071677	-6.2794E-05	-1.02484E-05	-52.25364284	3.07758E-06	6.52792E-07
316	84.63156853	-9.08051E-06	-1.58408E-05	135.6771816	-8.06627E-06	-1.6221E-05	-51.04561308	-1.01424E-06	3.80191E-07
317	84.02088705	-2.50037E-06	3.22569E-05	133.565006	-3.75167E-07	2.90313E-05	-49.54411897	-2.1252E-06	3.22564E-06
318	83.81429965	4.0209E-05	-5.58928E-05	131.5792672	3.9349E-05	-4.74102E-05	-47.76496752	8.60058E-07	-8.48257E-06
319	83.99608539	-1.2052E-06	2.70758E-06	129.7275726	-1.38939E-06	3.80615E-07	-45.73148724	1.84194E-07	2.32696E-06
320	84.53940274	3.752E-05	5.75501E-06	128.0127667	3.60279E-05	4.22478E-06	-43.47336397	1.49213E-06	1.53023E-06
321	85.41455157	1.53989E-05	8.65125E-05	126.4413977	2.09891E-05	8.22048E-05	-41.02684614	-5.59022E-06	4.30771E-06
322	86.58219078	-6.51908E-06	-3.91498E-06	125.0150311	3.24853E-07	-5.47569E-06	-38.43284037	-6.84394E-06	1.56071E-06
323	87.9998499	1.11476E-05	-2.88425E-05	123.7364123	1.73023E-05	-2.64722E-05	-35.73656238	-6.15473E-06	-2.37029E-06
324	89.62059692	-2.05251E-05	-7.9499E-05	122.6062961	-2.193E-05	-8.50888E-05	-32.98569914	1.4049E-06	5.58978E-06
325	91.39438378	-2.17991E-05	2.09265E-05	121.6231313	-7.80257E-06	2.50161E-05	-30.22874753	-1.39965E-05	-4.08966E-06
326	93.27206274	-1.95214E-05	3.57547E-05	120.7866555	-1.50704E-05	3.26054E-05	-27.51459281	-4.45097E-06	3.14934E-06
327	95.20447299	1.77421E-05	-5.23899E-05	120.0942849	1.27689E-05	-6.23215E-05	-24.88981194	4.97321E-06	9.93157E-06
328	97.14268199	-0.000100018	3.65696E-05	119.5408976	-0.000101021	3.56919E-05	-22.39821556	1.00305E-06	8.77623E-07
329	99.04340715	4.53648E-05	-1.87025E-06	119.1225128	4.31045E-05	-1.51861E-06	-20.07910565	2.26033E-06	-3.51634E-07
330	100.8656463	-3.27435E-06	-7.87516E-06	118.8315586	-6.54009E-06	-1.05628E-05	-17.96591234	3.26574E-06	2.68768E-06
331	102.5730917	8.45664E-06	2.209E-05	118.6589481	1.18342E-05	1.69551E-05	-16.08585633	-3.3776E-06	5.13493E-06
332	104.1361048	-4.56027E-05	3.37136E-05	118.59496	-4.10432E-05	4.51124E-05	-14.45885516	-4.55952E-06	-1.13987E-05
333	105.530178	-3.87482E-05	4.66131E-05	118.6272612	-3.92179E-05	5.20244E-05	-13.09708317	4.69692E-07	-5.41127E-06
334	106.7354019	-1.58581E-05	1.72281E-06	118.7402192	-1.54284E-05	4.63539E-06	-12.0048173	-4.29699E-07	-2.91258E-06
335	107.7408012	1.71063E-05	-7.65408E-08	118.9194063	1.66565E-05	-4.42012E-07	-11.17860506	4.49773E-07	3.65472E-07
336	108.5381936	5.78685E-06	1.61845E-05	119.1459017	1.70742E-06	1.66604E-05	-10.60770805	4.07943E-06	-4.75893E-07
337	109.1267489	3.36358E-05	-1.17832E-05	119.4015059	3.0954E-05	-5.14328E-06	-10.27475702	2.68181E-06	-6.63988E-06
338	109.5083984	2.36212E-05	-1.80394E-05	119.6647482	2.98876E-05	-1.74594E-05	-10.15634979	-6.26643E-06	-5.79989E-07
339	109.6897168	8.97275E-06	2.78689E-05	119.914406	7.05965E-06	2.9954E-05	-10.2246892	1.9131E-06	-2.08503E-06
340	109.68016	-1.48767E-05	1.58836E-05	120.1281151	-1.11195E-05	1.48036E-05	-10.44795506	-3.75714E-06	1.08003E-06
341	109.4904133	-4.88516E-05	6.53065E-06	120.2829901	-5.04219E-05	6.84487E-06	-10.79257678	1.57023E-06	-3.14226E-07
342	109.1340485	-5.72828E-05	0.00013834	120.357572	-5.25988E-05	0.000124938	-11.22352351	-4.68399E-06	1.34018E-05
343	108.6228622	2.8794E-06	2.63764E-05	120.3291556	5.01779E-06	2.71354E-05	-11.70629338	-2.13839E-06	-7.59054E-07
344	107.9692112	-3.12453E-05	-1.36917E-05	120.1770567	-8.20346E-06	-1.31153E-05	-12.20784547	-2.30419E-05	-5.76422E-07
345	107.184275	6.95509E-06	-1.59238E-05	119.8816401	7.7323E-06	-1.68018E-05	-12.69736512	-7.77211E-07	8.77988E-07
346	106.2759412	7.02791E-05	-2.32827E-05	119.4237633	6.8132E-05	-2.15692E-05	-13.14782212	2.1471E-06	-1.71349E-06
347	105.2516443	-2.76422E-06	1.53936E-06	118.7876825	-7.44977E-07	1.77903E-06	-13.53603813	-2.01924E-06	-2.39677E-07
348	104.1155594	4.85291E-08	-2.43681E-05	117.9591428	-7.51753E-07	-2.38724E-05	-13.84358334	8.00282E-07	-4.95706E-07
349	102.8691615	-6.00393E-05	-1.27848E-05	116.9259664	-6.26738E-05	-1.12815E-05	-14.05680487	2.63451E-06	-1.5033E-06
350	101.5104143	-2.59991E-05	1.75113E-05	115.6782529	-2.95537E-05	1.3486E-05	-14.16783855	3.5547E-06	4.02536E-06
351	100.0367397	1.17323E-05	3.82062E-05	114.2094859	8.12683E-06	4.06212E-05	-14.17274614	3.60545E-06	-2.41499E-06
352	98.44260348	-4.59711E-05	2.5525E-06	112.5154368	-5.23214E-05	1.15084E-05	-14.07283333	6.3503E-06	-8.95587E-06
353	96.72037858	8.8623E-07	-1.56424E-05	110.594312	3.89843E-06	-1.23288E-05	-13.87393343	-3.0122E-06	-3.31361E-06
354	94.86195691	-2.98684E-05	2.66053E-05	108.4471176	-1.7902E-05	2.55283E-05	-13.58516064	-1.19663E-05	1.07706E-06
355	92.85812399	-1.33726E-05	1.75713E-05	106.0769399	-8.98847E-06	2.57226E-05	-13.21881595	-4.38411E-06	-8.15127E-06
356	90.70023327	-4.65177E-05	4.28707E-05	103.4899194	-5.13053E-05	4.88599E-05	-12.78968613	4.78762E-06	-5.98919E-06
357	88.38042151	-5.81831E-05	1.76471E-05	100.6944678	-5.76397E-05	1.14934E-05	-12.3140463	-5.43349E-07	6.15366E-06
358	85.89158105	-1.27175E-05	3.59242E-05	97.70037166	-1.48924E-05	3.32657E-05	-11.80879061	2.17494E-06	2.65849E-06
359	83.22862052	-1.82038E-05	2.11236E-05	94.51960465	-1.86135E-05	1.63381E-05	-11.29098413	4.09703E-07	4.78549E-06
360	80.38945203	-5.75977E-05	4.35742E-06	91.16632932	-5.62147E-05	6.81395E-06	-10.77687729	-1.38298E-06	-2.45654E-06
361	77.37386397	1.40785E-05	-1.07996E-05	87.65500225	1.16503E-05	-1.00675E-05	-10.28113828	2.42822E-06	-7.32027E-07
362	74.18619871	-3.62262E-07	1.91491E-05	84.00283123	-2.9354E-07	1.2363E-05	-9.816632522	-6.87219E-08	6.78616E-06
363	70.83345368	-6.23162E-05	3.33351E-05	80.22669681	-5.54969E-05	3.52886E-05	-9.393243128	-6.8193E-06	-1.95344E-06
364	67.32625445	8.3785E-06	3.32249E-06	76.34423092	9.77007E-06	7.04176E-06	-9.017976471	-1.39157E-06	-3.71927E-06
365	63.68132419	-2.65836E-05	2.15336E-05	72.37566914	-2.17195E-05	2.92808E-05	-8.694344955	-4.86415E-06	-7.74714E-06
366	59.91674385	9.4797E-06	-7.57402E-05	68.3392352	2.4944E-06	-7.08881E-05	-8.422491343	6.98531E-06	-4.85208E-06
367	56.05552582	-6.28431E-06	3.45722E-05	64.25426491	-6.83367E-06	3.3242E-05	-8.198739089	5.49361E-07	1.33018E-06
368	52.12443056	7.92342E-06	-3.17214E-05	60.14068569	1.10729E-05	-2.72925E-05	-8.016255124	-3.14952E-06	-4.42892E-06
369	48.15398872	-4.20835E-05	-1.17727E-05	56.01845901	-4.49836E-05	-1.219E-05	-7.864470297	2.90014E-06	4.17278E-07
370	44.17623249	-1.49738E-05	4.94498E-05	51.90617999	5.25319E-06	5.38573E-05	-7.729947504	-2.0227E-05	-4.40753E-06
371	40.2268008	-4.41975E-06	-8.98108E-06	47.82387555	-7.92606E-06	-7.86625E-06	-7.597074755	3.50631E-06	-1.11482E-06
372	36.34252023	3.12919E-06	-7.07028E-05	43.79054513	2.89218E-06	-6.55011E-05	-7.448024897	2.3701E-07	-5.20165E-06
373	32.56050246	-4.34551E-05	-3.43316E-05	39.82431345	-4.01093E-05	-4.37928E-05	-7.263810996	-3.34579E-06	9.46122E-06
374	28.91952764	4.54318E-05	-6.80717E-06	35.94426218	4.44778E-05	-8.25104E-06	-7.024734546	9.54065E-07	1.44388E-06
375	25.45621334	-2.22361E-05	-8.78607E-07	32.16729965	-2.31714E-05	-1.61591E-06	-6.711086309	9.3523E-07	7.37304E-07
376	22.20632833	1.76788E-05	8.30037E-07	28.51054142	1.88147E-05	-2.51134E-06	-6.304213089	-1.13587E-06	3.34137E-06
377	19.20360157	-1.26686E-07	1.47498E-05	24.99041159	3.38648E-06	1.36973E-05	-5.786810021	-3.51317E-06	1.05255E-06
378	16.47819879	-3.16785E-05	-9.81177E-06	21.62188393	-4.06037E-05	-7.51893E-06	-5.143685144	8.92517E-06	-2.29284E-06
379	14.0568853	-3.9292E-05	2.58268E-06	18.4192016	-4.00082E-05	7.05206E-06	-4.362316297	7.16297E-07	-4.46937E-06
380	11.9620211	-7.28614E-06	4.60487E-05	15.39575322	-2.40551E-06	4.30726E-05	-3.433732122	-4.88063E-06	2.9761E-06
381	10.21160123	-3.02977E-06	2.46307E-05	12.56377689	-2.84116E-06	1.85768E-05	-2.352175652	-1.88606E-07	6.05393E-06
382	8.817920005	6.17711E-06	2.47029E-05	9.933801991	2.34879E-06	3.18281E-05	-1.115881986	3.82832E-06	-7.12521E-06
383	7.787984887	5.51905E-06	-5.18185E-05	7.514901614	5.04033E-06	-5.07098E-05	0.273083273	4.7872E-07	-1.10878E-06
